Indicator Name,Year,Value,Group
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",1962,,Mortality
"Prevalence of HIV, total (% of population ages 15-49)",1962,,Demographics
"Probability of dying among adolescents ages 10-14 years (per 1,000)",1962,,Mortality
Number of under-five deaths,1962,,Mortality
Number of deaths ages 20-24 years,1962,,Mortality
Prevalence of anemia among women of reproductive age (% of women ages 15-49),1962,,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",1962,,Other Health Indicators
"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",1962,,Other Health Indicators
"Prevalence of overweight, weight for height, female (% of children under 5)",1962,29.5,Other Health Indicators
"Prevalence of underweight, weight for age (% of children under 5)",1962,,Other Health Indicators
Low-birthweight babies (% of births),1962,,Other Health Indicators
Prevalence of current tobacco use (% of adults),1962,41829.0,Other Health Indicators
Number of maternal deaths,1962,,Mortality
"Specialist surgical workforce (per 100,000 population)",1962,,Demographics
"Hospital beds (per 1,000 people)",1962,51.39715961,Healthcare
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",1962,77.073963,Mortality
"Mortality rate, under-5, female (per 1,000 live births)",1962,71.16,Mortality
"Probability of dying among youth ages 20-24 years (per 1,000)",1962,,Mortality
Number of neonatal deaths,1962,206.683,Mortality
Number of infant deaths,1962,,Mortality
Number of deaths ages 10-14 years,1962,,Mortality
Prevalence of anemia among non-pregnant women (% of women ages 15-49),1962,,Other Health Indicators
Age dependency ratio (% of working-age population),1962,,Demographics
"Survival to age 65, female (% of cohort)",1962,,Longevity
"Life expectancy at birth, female (years)",1962,,Longevity
"Mortality rate, adult, male (per 1,000 male adults)",1962,,Mortality
Tuberculosis treatment success rate (% of new cases),1962,,Other Health Indicators
"Prevalence of wasting, weight for height (% of children under 5)",1962,,Other Health Indicators
"Prevalence of stunting, height for age (% of children under 5)",1962,,Other Health Indicators
"Prevalence of stunting, height for age, male (% of children under 5)",1962,,Other Health Indicators
"Prevalence of overweight, weight for height (% of children under 5)",1962,,Other Health Indicators
"Prevalence of overweight, weight for height, male (% of children under 5)",1962,,Other Health Indicators
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1962,,Mortality
Diabetes prevalence (% of population ages 20 to 79),1962,,Demographics
Pregnant women receiving prenatal care (%),1962,,Other Health Indicators
"Number of surgical procedures (per 100,000 population)",1962,,Demographics
"Prevalence of current tobacco use, females (% of female adults)",1962,,Other Health Indicators
Lifetime risk of maternal death (1 in: rate varies by country),1962,36.1,Mortality
"Incidence of malaria (per 1,000 population at risk)",1962,,Demographics
"Community health workers (per 1,000 people)",1962,,Healthcare
"Immunization, HepB3 (% of one-year-old children)",1962,,Other Health Indicators
Young people (ages 15-24) newly infected with HIV,1962,,Other Health Indicators
Adults (ages 15-49) newly infected with HIV,1962,,Other Health Indicators
Children (0-14) living with HIV,1962,-1.706776703,Other Health Indicators
"Mortality rate, neonatal (per 1,000 live births)",1962,,Mortality
"Mortality rate, under-5, male (per 1,000 live births)",1962,48.66352718,Mortality
Women's share of population ages 15+ living with HIV (%),1962,42.38384798,Demographics
"Probability of dying among children ages 5-9 years (per 1,000)",1962,0.501157217,Mortality
"Cause of death, by injury (% of total)",1962,1.560900881,Mortality
Number of deaths ages 15-19 years,1962,5.257494651,Mortality
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",1962,2.351559285,Other Health Indicators
Rural population growth (annual %),1962,3.822584192,Demographics
"Completeness of birth registration, urban (%)",1962,4.712954632,Other Health Indicators
"Population, male (% of total population)",1962,7.096041904,Demographics
"Age dependency ratio, young (% of working-age population)",1962,9.044026206,Demographics
Population ages 15-64 (% of total population),1962,66.05143783,Demographics
"Population ages 15-64, female (% of female population)",1962,66.43622533,Demographics
Population ages 0-14 (% of total population),1962,27.99514048,Demographics
"Population ages 0-14, female (% of female population)",1962,26.9506609,Demographics
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1962,,Other Health Indicators
Wanted fertility rate (births per woman),1962,,Other Health Indicators
"Life expectancy at birth, male (years)",1962,66.23,Longevity
"Mortality rate, infant (per 1,000 live births)",1962,25.4,Mortality
"Death rate, crude (per 1,000 people)",1962,7.5,Mortality
"Adolescent fertility rate (births per 1,000 women ages 15-19)",1962,3.945,Other Health Indicators
Prevalence of anemia among pregnant women (%),1962,,Other Health Indicators
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),1962,,Other Health Indicators
"Physicians (per 1,000 people)",1962,1.0,Healthcare
"Immunization, measles (% of children ages 12-23 months)",1962,,Other Health Indicators
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",1962,,Demographics
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1962,,Other Health Indicators
"Prevalence of HIV, male (% ages 15-24)",1962,,Other Health Indicators
"People using safely managed drinking water services, urban (% of urban population)",1962,,Demographics
"People using at least basic drinking water services, rural (% of rural population)",1962,,Demographics
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",1962,,Mortality
"Mortality rate, under-5 (per 1,000 live births)",1962,32.9,Mortality
"Probability of dying among adolescents ages 15-19 years (per 1,000)",1962,,Mortality
"Cause of death, by non-communicable diseases (% of total)",1962,,Mortality
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1962,,Mortality
Number of deaths ages 5-9 years,1962,,Mortality
Prevalence of anemia among children (% of children ages 6-59 months),1962,,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",1962,,Other Health Indicators
"Population, total",1963,95900000.0,Demographics
Urban population,1963,63355376.0,Demographics
Rural population,1963,32544624.0,Demographics
"Population, female",1963,49192294.0,Demographics
Sex ratio at birth (male births per female births),1963,1.057,Other Health Indicators
Population growth (annual %),1963,1.013460226,Demographics
"Population, male",1963,46707706.0,Demographics
Age group distribution -male,1963,,Other Health Indicators
"Population ages 00-04, male (% of male population)",1963,0.879772998,Demographics
"Population ages 05-09, male (% of male population)",1963,3.319484985,Demographics
"Population ages 10-14, male (% of male population)",1963,4.480325109,Demographics
"Population ages 15-19, male (% of male population)",1963,5.212772139,Demographics
"Population ages 20-24, male (% of male population)",1963,8.607235538,Demographics
"Population ages 25-29, male (% of male population)",1963,9.710462363,Demographics
"Population ages 30-34, male (% of male population)",1963,66.73086161,Demographics
"Population ages 35-39, male (% of male population)",1963,10.63435099,Demographics
"Population ages 40-44, male (% of male population)",1963,8.526957025,Demographics
"Population ages 45-49, male (% of male population)",1963,27.90086761,Demographics
"Population ages 50-54, male (% of male population)",1963,8.465142237,Demographics
"Population ages 55-59, male (% of male population)",1963,9.037080645,Demographics
"Population ages 60-64, male (% of male population)",1963,1.006569499,Demographics
"Population ages 65-69, male (% of male population)",1963,2507396.0,Demographics
"Population ages 70-74, male (% of male population)",1963,2.609070615,Demographics
"Population ages 75-79, male (% of male population)",1963,3.975107831,Demographics
"Population ages 80 and above, male (% of male population)",1963,7.37533563,Demographics
age distribution female,1963,,Other Health Indicators
"Population ages 00-04, female (% of female population)",1963,8.561693656,Demographics
"Population ages 05-09, female (% of female population)",1963,5.266058898,Demographics
"Population ages 10-14, female (% of female population)",1963,64361205.0,Demographics
"Population ages 15-19, female (% of female population)",1963,1.866499919,Demographics
"Population ages 20-24, female (% of female population)",1963,33192750.0,Demographics
"Population ages 25-29, female (% of female population)",1963,10.19174839,Demographics
"Population ages 30-34, female (% of female population)",1963,17.3,Demographics
"Population ages 35-39, female (% of female population)",1963,,Demographics
"Population ages 40-44, female (% of female population)",1963,25722422.0,Demographics
"Population ages 45-49, female (% of female population)",1963,12690567.0,Demographics
"Population ages 50-54, female (% of female population)",1963,67.998324,Demographics
"Population ages 55-59, female (% of female population)",1963,6.065040209,Demographics
"Population ages 60-64, female (% of female population)",1963,6.726617452,Demographics
"Population ages 65-69, female (% of female population)",1963,69.71243902,Demographics
"Population ages 70-74, female (% of female population)",1963,,Demographics
"Population ages 75-79, female (% of female population)",1963,20.6,Demographics
"Population ages 80 and above, female (% of female population)",1963,,Demographics
